prompt,answer,solution,solving,n_shots,cot,correct
"Solve the following expression as shown in the examples.

Expression: x= [ (8*15) -21] + (72-64)
Answer: x=107

Expression: x= [ (44-37) +95] - (70-12)
Answer: x=44

Expression: x= [ (68+18) +70] - (84-22)
Answer: x=94

Expression: x= [ (78-50) +49] + (41+57)
Answer: x=175

Expression: x= [ (82+40) -16] + (46+44)
Answer: x=196

Expression: x= [ (79+20) -11] + (86+81)
Answer:",235.0,255,Answer: x=[99-11] +167 = 88+167 = 255,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (80-52) +36] + (88+43)
Answer: x=195

Expression: x= [ (7*41) -44] - (47-42)
Answer: x=238

Expression: x= [ (58-19) *21] + (73-32)
Answer: x=860

Expression: x= [ (80-47) -30] + (95+21)
Answer: x=119

Expression: x= [ (7*20) +46] - (98-57)
Answer: x=145

Expression: x= [ (96+70) -10] - (25-22)
Answer:",211.0,153,Answer: x=[166-10] -3 = 156-3 = 153,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (68+30) +69] + (59+49)
Answer: x=275

Expression: x= [ (90-34) +58] + (53+4)
Answer: x=171

Expression: x= [ (94+61) -49] + (82+98)
Answer: x=286

Expression: x= [ (43+91) -71] + (97+88)
Answer: x=248

Expression: x= [ (11*34) -65] + (32+12)
Answer: x=353

Expression: x= [ (65-6) -47] + (62+34)
Answer:",144.0,108,Answer: x=[59-47] +96 = 12+96 = 108,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (25*30) +62] + (57+8)
Answer: x=877

Expression: x= [ (49+74) +80] - (19+24)
Answer: x=160

Expression: x= [ (61+36) +41] - (87-76)
Answer: x=127

Expression: x= [ (62-24) +63] + (49+69)
Answer: x=219

Expression: x= [ (76+13) -13] + (81+98)
Answer: x=255

Expression: x= [ (42+31) -1] + (66+4)
Answer:",141.0,142,Answer: x=[73-1] +70 = 72+70 = 142,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (45+32) +66] - (26+47)
Answer: x=70

Expression: x= [ (62+71) +83] - (39+53)
Answer: x=124

Expression: x= [ (2*91) -2] - (86+64)
Answer: x=30

Expression: x= [ (1+98) +36] - (56-56)
Answer: x=135

Expression: x= [ (87+61) +91] - (79+90)
Answer: x=70

Expression: x= [ (37+36) +43] - (94-81)
Answer:",45.0,103,Answer: x=[73+43] -13 = 116-13 = 103,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (88+72) -39] - (1*46)
Answer: x=75

Expression: x= [ (38+7) -6] + (46+37)
Answer: x=122

Expression: x= [ (55+78) +89] + (95+24)
Answer: x=341

Expression: x= [ (16+95) -86] + (19+26)
Answer: x=70

Expression: x= [ (44+45) +1] + (70+65)
Answer: x=225

Expression: x= [ (83+39) +68] - (30+57)
Answer:",193.0,103,Answer: x=[122+68] -87 = 190-87 = 103,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (24*24) +29] + (93+58)
Answer: x=756

Expression: x= [ (41*59) +76] - (91*24)
Answer: x=311

Expression: x= [ (82+17) +7] - (16+78)
Answer: x=12

Expression: x= [ (16+46) -3] + (11*34)
Answer: x=433

Expression: x= [ (28-21) +72] + (82+26)
Answer: x=187

Expression: x= [ (58-2) -38] + (58+87)
Answer:",165.0,163,Answer: x=[56-38] +145 = 18+145 = 163,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (43+23) -45] + (93+16)
Answer: x=130

Expression: x= [ (35+92) +72] + (25-6)
Answer: x=218

Expression: x= [ (63+34) -90] + (8*30)
Answer: x=247

Expression: x= [ (83+63) -53] + (82-22)
Answer: x=153

Expression: x= [ (90+24) -18] + (74-36)
Answer: x=134

Expression: x= [ (97+31) -9] - (78-62)
Answer:",143.0,103,Answer: x=[128-9] -16 = 119-16 = 103,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (1+62) +71] - (67+65)
Answer: x=2

Expression: x= [ (90-45) +48] + (8*86)
Answer: x=781

Expression: x= [ (39-24) *8] - (67+5)
Answer: x=48

Expression: x= [ (82+17) +86] - (31+60)
Answer: x=94

Expression: x= [ (54+28) *6] - (51-7)
Answer: x=448

Expression: x= [ (45*16) +87] + (81-29)
Answer:",742.0,859,Answer: x=[720+87] +52 = 807+52 = 859,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (91-41) +96] - (84-34)
Answer: x=96

Expression: x= [ (82-42) -14] + (47-42)
Answer: x=31

Expression: x= [ (52+96) -30] + (97-48)
Answer: x=167

Expression: x= [ (70+78) +56] * (51-50)
Answer: x=204

Expression: x= [ (52*6) +40] + (35+39)
Answer: x=426

Expression: x= [ (66+64) -54] + (15*15)
Answer:",255.0,301,Answer: x=[130-54] +225 = 76+225 = 301,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (39+95) -58] + (3+35)
Answer: x=114

Expression: x= [ (52+9) -58] * (81-65)
Answer: x=48

Expression: x= [ (37+85) -54] - (76-22)
Answer: x=14

Expression: x= [ (59+83) +64] + (76+62)
Answer: x=344

Expression: x= [ (75+2) +89] - (25+55)
Answer: x=86

Expression: x= [ (2*35) -14] + (46+11)
Answer:",83.0,113,Answer: x=[70-14] +57 = 56+57 = 113,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (34+27) +92] + (36+18)
Answer: x=207

Expression: x= [ (35+63) +28] - (67-39)
Answer: x=98

Expression: x= [ (86+78) -9] - (81+62)
Answer: x=12

Expression: x= [ (33+1) +90] - (57-50)
Answer: x=117

Expression: x= [ (75-49) +20] + (13+68)
Answer: x=127

Expression: x= [ (18+75) +24] - (69-32)
Answer:",118.0,80,Answer: x=[93+24] -37 = 117-37 = 80,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (7*78) +31] + (41-31)
Answer: x=587

Expression: x= [ (68+75) +85] + (5+54)
Answer: x=287

Expression: x= [ (51+68) -91] + (79-34)
Answer: x=73

Expression: x= [ (14*34) -60] + (22*8)
Answer: x=592

Expression: x= [ (43-18) +97] - (19+88)
Answer: x=15

Expression: x= [ (64*30) +71] - (52*20)
Answer:",1831.0,951,Answer: x=[1920+71] -1040 = 1991-1040 = 951,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (53-46) +79] - (39+34)
Answer: x=13

Expression: x= [ (41+56) +5] - (66+22)
Answer: x=14

Expression: x= [ (63+33) -37] + (72+27)
Answer: x=158

Expression: x= [ (19+27) +10] + (3+89)
Answer: x=148

Expression: x= [ (81-71) *89] - (59+96)
Answer: x=735

Expression: x= [ (94-10) +76] - (46+19)
Answer:",135.0,95,Answer: x=[84+76] -65 = 160-65 = 95,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (95-41) -4] + (85-46)
Answer: x=89

Expression: x= [ (78+87) -8] - (43+71)
Answer: x=43

Expression: x= [ (80-4) *4] + (89-61)
Answer: x=332

Expression: x= [ (55+28) +55] + (75-28)
Answer: x=185

Expression: x= [ (33-16) *27] + (25*5)
Answer: x=584

Expression: x= [ (98-69) +1] + (87-87)
Answer:",21.0,30,Answer: x=[29+1] +0 = 30+0 = 30,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (59-34) +71] + (13+24)
Answer: x=133

Expression: x= [ (54+93) +82] - (91-23)
Answer: x=161

Expression: x= [ (64+48) -33] + (75+87)
Answer: x=241

Expression: x= [ (27+23) +4] + (24+50)
Answer: x=128

Expression: x= [ (90-75) -11] + (55+38)
Answer: x=97

Expression: x= [ (97-32) -26] + (87+94)
Answer:",183.0,220,Answer: x=[65-26] +181 = 39+181 = 220,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (69-13) +32] - (28+30)
Answer: x=30

Expression: x= [ (59+65) -22] + (31-30)
Answer: x=103

Expression: x= [ (78-68) *34] - (37+70)
Answer: x=233

Expression: x= [ (30+63) +50] + (25+15)
Answer: x=183

Expression: x= [ (8+55) +70] - (10+72)
Answer: x=51

Expression: x= [ (88-78) +30] - (7+26)
Answer:",63.0,7,Answer: x=[10+30] -33 = 40-33 = 7,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (72+88) -69] + (86+63)
Answer: x=240

Expression: x= [ (51+33) +70] - (53+4)
Answer: x=97

Expression: x= [ (46+87) -91] - (65-54)
Answer: x=31

Expression: x= [ (3+17) *35] - (10+33)
Answer: x=657

Expression: x= [ (71+27) +56] + (77-16)
Answer: x=215

Expression: x= [ (81+48) -1] - (34-12)
Answer:",184.0,106,Answer: x=[129-1] -22 = 128-22 = 106,5,False,False
